32,33,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,98,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,33,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,84,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,33,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,84,32,32,98,32,32,32,32,32,76,17,17,17,17,17,17,17,17,17,17,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,33,32,32,32,32,32,32,32,32,32,32,32,100,32,32,32,32,32,32,32,32,32,32,32,32,32,33,32,32,32,32,32,32,32,32,32,36,17,17,17,78,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,33,32,32,32,100,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,101,33,32,32,32,32,32,32,32,32,32,32,32,32,32,33,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,33,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,76,17,17,17,17,17,17,17,17,17,35,32,32,32,32,32,32,32,32,32,32,32,32,32,33,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,33,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,36,17,17,17,78,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,33,32,32,32,32,32,32,32,32,32,32,100,32,32,92,92,31,32,84,32,114,32,32,32,32,32,32,32,101,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,33,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,33,32,32,32,32,32,32,32,32,32,32,32,32,32,92,92,31,32,32,32,32,32,32,32,32,84,32,32,32,32,32,32,32,32,32,32,32,85,32,32,32,32,32,32,33,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,33,32,32,98,32,32,32,32,32,32,32,32,98,32,32,32,106,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,50,32,32,32,36,17,17,17,17,17,77,17,17,17,17,78,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,33,32,32,32,32,32,32,32,32,32,32,84,32,32,32,32,32,32,98,32,32,32,101,32,32,84,32,32,55,56,32,32,32,32,32,32,32,100,32,32,31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,33,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,33,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,70,71,32,32,32,32,114,32,32,32,32,32,31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,33,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,33,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,106,47,47,47,47,47,47,50,92,92,92,92,92,92,92,36,17,17,17,17,17,17,78,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,33,32,98,98,32,32,32,32,32,32,32,114,32,32,32,32,76,17,17,17,17,77,17,17,17,17,77,17,17,17,17,77,17,17,17,17,78,32,100,32,32,27,57,27,57,32,32,31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,33,92,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,33,32,32,32,32,32,25,26,32,98,32,32,32,32,32,54,31,114,53,84,23,38,114,39,32,85,32,42,32,54,53,72,38,39,87,27,33,32,32,32,32,32,32,32,27,100,27,106,47,47,47,47,47,47,47,47,47,47,47,47,47,47,108,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,33,32,32,32,32,32,40,41,32,32,32,32,32,32,32,32,31,32,32,32,32,32,32,32,32,101,32,32,32,32,32,32,32,32,32,32,33,32,32,32,32,32,32,32,32,32,32,116,32,32,32,32,32,32,32,32,32,32,32,32,32,98,32,32,32,32,76,17,17,17,17,17,17,17,17,17,17,17,17
32,33,32,32,32,32,32,32,32,32,32,32,32,32,76,17,17,35,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,36,17,17,17,17,17,17,78,32,32,32,32,32,32,98,32,32,32,32,32,116,32,32,87,32,32,32,32,32,32,31,32,32,32,32,32,32,32,32,32,32,32,32
32,33,32,32,32,32,32,32,32,32,32,32,32,32,31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,33,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,31,32,32,32,32,32,32,32,32,32,32,32,32
